Category,Message
non_spam,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
non_spam,Id have to check but there's only like 1 bowls worth left
non_spam,Yes there were many sweets
non_spam,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
non_spam,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
non_spam,Sir send to group mail check it.
non_spam,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
non_spam,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
non_spam,You dont know you jabo me abi.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
non_spam,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
non_spam,"Are you being good, baby? :)"
non_spam,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
non_spam,"Mostly sports type..lyk footbl,crckt.."
non_spam,Ma head dey swell oh. Thanks for making my day
non_spam,U should make a fb list
non_spam,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
non_spam,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
non_spam,Happy New Year Princess!
non_spam,"I'll text carlos and let you know, hang on"
non_spam,"Don't worry, * is easy once have ingredients!"
non_spam,I love u 2 my little pocy bell I am sorry but I love u
non_spam,"Ok omw now, you at castor?"
non_spam,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
non_spam,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
non_spam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
non_spam,"Tonight? Yeah, I'd be down for that"
non_spam,What should i eat fo lunch senor
non_spam,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
non_spam,No break time one... How... I come out n get my stuff fr ü?
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
non_spam,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
non_spam,Do you still have the grinder?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
non_spam,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
non_spam,K.i did't see you.:)k:)where are you now?
non_spam,So i'm doing a list of buyers.
non_spam,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
non_spam,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
non_spam,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
non_spam,Don know..he is watching film in computer..
non_spam,No b4 Thursday
non_spam,"Oh, then your phone phoned me but it disconnected"
non_spam,Id onluy matters when getting on from offcampus
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
non_spam,"Excellent, I'll see what riley's plans are"
non_spam,I will see in half an hour
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
non_spam,Ew are you one of them?
non_spam,Also hi wesley how've you been
non_spam,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
non_spam,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
non_spam,"Hm good morning, headache anyone? :-)"
non_spam,Yeah no probs - last night is obviously catching up with you... Speak soon
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
non_spam,I might go 2 sch. Yar at e salon now v boring.
non_spam,&lt;#&gt;  mins but i had to stop somewhere first.
non_spam,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
non_spam,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
non_spam,I didn't get the second half of that message
non_spam,Wat time do u wan 2 meet me later?
non_spam,I thank you so much for all you do with selflessness. I love you plenty.
non_spam,Am in film ill call you later.
non_spam,How dare you change my ring
non_spam,You are a very very very very bad girl. Or lady.
non_spam,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
non_spam,"What part of ""don't initiate"" don't you understand"
non_spam,I finished my lunch already. U wake up already?
non_spam,You still at the game?
non_spam,You have got tallent but you are wasting.
non_spam,What is your record for one night? :)
non_spam,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
non_spam,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
non_spam,Jokin only lar... :-) depends on which phone my father can get lor...
non_spam,"Aight, lemme know what's up"
non_spam,Get ready for  &lt;#&gt;  inches of pleasure...
non_spam,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
non_spam,;-) ok. I feel like john lennon.
non_spam,Cos darren say ü considering mah so i ask ü...
non_spam,You are not bothering me but you have to trust my answers. Pls.
non_spam,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
non_spam,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
non_spam,Aight what time you want me to come up?
non_spam,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
non_spam,Your bill at 3 is £33.65 so thats not bad!
non_spam,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
non_spam,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
non_spam,So how's the weather over there?
non_spam,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
non_spam,Die... Now i have e toot fringe again...
non_spam,Lol they don't know about my awesome phone. I could click delete right now if I want.
non_spam,Ok
non_spam,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
non_spam,Please leave this topic..sorry for telling that..
non_spam,Pls send me the correct name da.
non_spam,What happened to our yo date?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
non_spam,Webpage s not available!
non_spam,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
non_spam,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
non_spam,K..k...from tomorrow onwards started ah?
non_spam,What u talking bout early morning? It's almost noon where your at!
non_spam,Fine. Do you remember me.
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
non_spam,Ok. How many should i buy.
non_spam,"Sounds good, keep me posted"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
non_spam,Ok. So april. Cant wait
non_spam,Boy you best get yo ass out here quick
non_spam,Ay wana meet on sat?ü wkg on sat?
non_spam,I'm now but have to wait till 2 for the bus to pick me.
non_spam,Apart from the one i told you about yesterday?
non_spam,Ok lor... But buy wat?
non_spam,Somebody should go to andros and steal ice
non_spam,Don know. I did't msg him recently.
non_spam,Take us out shopping and Mark will distract Isaiah.=D
non_spam,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
non_spam,There is no sense in my foot and penis.
non_spam,Okay but i thought you were the expert
non_spam,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
non_spam,S.s:)i thinl role is like sachin.just standing. Others have to hit.
non_spam,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
non_spam,"And very importantly, all we discuss is between u and i only."
non_spam,K..k:)how about your training process?
non_spam,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
non_spam,In da car park
non_spam,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
non_spam,So i asked how's anthony. Dad. And your bf
non_spam,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
non_spam,What Today-sunday..sunday is holiday..so no work..
non_spam,Am going to take bath ill place the key in window:-)
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
non_spam,"Dear, take care. I am just reaching home.love u a lot."
non_spam,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
non_spam,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
non_spam,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
non_spam,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
